0.008851041	0
0.021084144	0
0.033317247	0
0.04555035	0
0.057783453	0
0.070016556	0
0.082249659	0
0.094482762	0
0.106715865	0
0.118948968	0
0.131182071	0
0.143415174	0
0.155648277	0
0.16788138	0
0.180114483	0
0.192347586	0
0.204580689	0
0.216813792	0
0.229046895	0
0.241279998	0
0.253513101	0
0.265746204	0
0.277979307	0
0.29021241	0
0.302445513	0
0.314678616	0
0.326911719	0
0.339144822	0
0.351377925	0
0.363611028	0
0.375844131	0
0.388077234	0
0.400310337	0
0.41254344	0
0.424776543	0
0.437009646	0
0.449242749	0
0.461475852	0
0.473708955	2
0.485942058	1
0.498175161	2
0.510408264	0
0.522641367	1
0.53487447	1
0.547107573	8
0.559340676	1
0.571573779	7
0.583806882	12
0.596039985	9
0.608273088	10
0.620506191	12
0.632739294	9
0.644972397	11
0.6572055	11
0.669438603	11
0.681671706	8
0.693904809	15
0.706137912	9
0.718371015	2
0.730604118	7
0.742837221	5
0.755070324	3
0.767303427	2
0.77953653	3
0.791769633	2
0.804002736	2
0.816235839	5
0.828468942	4
0.840702045	2
0.852935148	2
0.865168251	2
0.877401354	5
0.889634457	3
0.90186756	5
0.914100663	4
0.926333766	3
0.938566869	3
0.950799972	4
0.963033075	2
0.975266178	3
0.987499281	4
0.999732384	5
1.011965487	3
1.02419859	3
1.036431693	2
1.048664796	2
1.060897899	4
1.073131002	4
1.085364105	4
1.097597208	4
1.109830311	4
1.122063414	2
1.134296517	6
1.14652962	3
1.158762723	1
1.170995826	3
1.183228929	5
1.195462032	6
1.207695135	2
1.219928238	2
1.232161341	5
1.244394444	4
1.256627547	5
1.26886065	4
1.281093753	2
1.293326856	2
1.305559959	3
1.317793062	3
1.330026165	2
1.342259268	4
1.354492371	0
1.366725474	1
1.378958577	4
1.39119168	3
1.403424783	2
1.415657886	3
1.427890989	3
1.440124092	3
1.452357195	6
1.464590298	7
1.476823401	5
1.489056504	7
1.501289607	6
1.51352271	9
1.525755813	3
1.537988916	6
1.550222019	0
1.562455122	2
1.574688225	2
1.586921328	1
1.599154431	3
1.611387534	1
1.623620637	3
